locus_tag,gene,product,start,end,strand
SPN23F_RS04040,sufU,Fe-S cluster assembly sulfur transfer protein SufU,770648,771088,+
SPN23F_RS04045,sufB,Fe-S cluster assembly protein SufB,771142,772554,+
SPN23F_RS04055,pbp3,D-alanyl-D-alanine carboxypeptidase PBP3,772753,773994,-
SPN23F_RS04060,cozE,cell elongation protein CozE,774097,775206,+
SPN23F_RS04070,,DeoR/GlpR family DNA-binding transcription regulator,776632,777372,+
SPN23F_RS04075,pfkB,1-phosphofructokinase,777369,778280,+
SPN23F_RS04080,,fructose-specific PTS transporter subunit EIIC,778277,780229,+
SPN23F_RS04085,,DNA translocase FtsK,780366,782618,+
SPN23F_RS04090,,DUF6556 family protein,782769,783197,-
SPN23F_RS04095,,cysteine desulfurase family protein,783335,784477,+
SPN23F_RS04100,thiI,tRNA uracil 4-sulfurtransferase ThiI,784486,785700,+
SPN23F_RS12135,,alpha/beta hydrolase-fold protein,785835,786659,+
SPN23F_RS04115,,ATP-grasp domain-containing protein,786672,787838,+
SPN23F_RS14090,,hypothetical protein,788098,788223,+
SPN23F_RS04120,,type I restriction-modification system subunit M,788346,789839,+
SPN23F_RS04125,,restriction endonuclease subunit S,789852,790394,+
SPN23F_RS04130,,restriction endonuclease subunit S,790391,791509,+
SPN23F_RS04135,,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,791569,791805,+
SPN23F_RS04140,,type II toxin-antitoxin system death-on-curing family toxin,791802,792215,+
SPN23F_RS04145,xerA,site-specific tyrosine recombinase/integron integrase,792333,793298,+
SPN23F_RS04150,,restriction endonuclease subunit S,793264,793845,+
SPN23F_RS04155,,DEAD/DEAH box helicase family protein,793875,797225,+
SPN23F_RS04160,,arginine repressor,797731,798201,-
SPN23F_RS04165,,Xaa-Pro dipeptidyl-peptidase,798218,800491,-
SPN23F_RS04170,,DNA polymerase III subunit alpha,800837,803938,+
SPN23F_RS04175,pfkA,6-phosphofructokinase,804021,805028,+
SPN23F_RS04180,pyk,pyruvate kinase,805087,806592,+
SPN23F_RS14190,,S24 family peptidase,807500,807607,-
SPN23F_RS04190,,DUF4300 family protein,808407,809279,+
SPN23F_RS04200,,helix-turn-helix domain-containing protein,809425,809769,-
SPN23F_RS04205,,hypothetical protein,809912,810223,+
SPN23F_RS04210,,alpha/beta hydrolase,810227,810943,+
SPN23F_RS04215,,TIGR03943 family putative permease subunit,811073,811888,-
SPN23F_RS04220,,permease,811885,812790,-
SPN23F_RS14095,,SPJ 0845 family protein,812791,812922,-
SPN23F_RS13625,,hypothetical protein,813036,813221,-
SPN23F_RS04230,,Tex family protein,813337,815466,+
SPN23F_RS04235,,SprT family protein,815453,815902,+
SPN23F_RS04240,,PspC domain-containing protein,815961,816233,+
SPN23F_RS04250,,hypothetical protein,816587,816778,-
SPN23F_RS04255,,ABC transporter ATP-binding protein,817206,817964,+
SPN23F_RS04260,,ABC transporter permease,817966,819954,+
SPN23F_RS04265,,VIT1/CCC1 transporter family protein,819996,820670,-
SPN23F_RS04270,,IS30 family transposase,820666,821661,-
SPN23F_RS04275,,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,822368,823843,+
SPN23F_RS14195,,transposase,823815,823931,-
SPN23F_RS04285,,IS110 family transposase,823920,824524,-
SPN23F_RS04290,speE,polyamine aminopropyltransferase,824780,825640,+
SPN23F_RS04295,,saccharopine dehydrogenase family protein,825637,826896,+
SPN23F_RS04300,nspC,carboxynorspermidine decarboxylase,826896,828023,+
SPN23F_RS04305,aguA,agmatine deiminase,828020,829105,+
SPN23F_RS04310,aguB,N-carbamoylputrescine amidase,829115,829990,+
SPN23F_RS04315,,Cof-type HAD-IIB family hydrolase,830171,830980,-
SPN23F_RS04320,,SP 0924 family bacteriocin-like peptide,831252,831473,+
SPN23F_RS04325,,CPBP family intramembrane glutamic endopeptidase,831527,832198,+
SPN23F_RS04330,,AraC family transcriptional regulator,832250,832447,-
SPN23F_RS04335,,LysR family transcriptional regulator,832440,833348,+
SPN23F_RS04340,lspA,signal peptidase II,833345,833806,+
SPN23F_RS04345,,RluA family pseudouridine synthase,833796,834683,+
SPN23F_RS04350,cbpE,phosphorylcholine esterase CbpE,834686,836569,+
SPN23F_RS04355,proB,glutamate 5-kinase,836670,837779,+
SPN23F_RS04360,,glutamate-5-semialdehyde dehydrogenase,837789,839051,+
SPN23F_RS04365,proC,pyrroline-5-carboxylate reductase,839055,839852,+
SPN23F_RS04370,tmk,dTMP kinase,840072,840710,+
SPN23F_RS04375,,DNA polymerase III subunit delta',840707,841597,+
SPN23F_RS04380,yabA,DNA replication initiation control protein YabA,841637,841954,+
SPN23F_RS04385,rsmI,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,841957,842826,+
SPN23F_RS13850,,CD1845 family protein,842888,843016,+
SPN23F_RS04390,,ClbS/DfsB family four-helix bundle protein,843053,843571,+
SPN23F_RS04400,,replication initiator protein A,843680,844324,+
SPN23F_RS12175,,IS5 family transposase,844752,845123,-
SPN23F_RS12175,,IS5 family transposase,844316,844750,-
SPN23F_RS04415,,nucleotide-binding domain-containing protein,845100,845372,+
SPN23F_RS04420,trmFO,methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO,845667,847001,+
SPN23F_RS04425,pyrH,UMP kinase,847085,847822,+
SPN23F_RS04430,frr,ribosome recycling factor,847831,848388,+
SPN23F_RS04435,cvfB,RNA-binding virulence regulatory protein CvfB,848448,849302,+
SPN23F_RS04440,,YozE family protein,849311,849526,+
SPN23F_RS04445,,PhoH family protein,849612,850580,+
SPN23F_RS12185,,hypothetical protein,850558,850737,-
SPN23F_RS04450,,GNAT family N-acetyltransferase,850773,851274,+
SPN23F_RS04455,,TfoX/Sxy family protein,851277,851603,+
SPN23F_RS13855,ald,alanine dehydrogenase,851904,853014,-
SPN23F_RS04475,,GNAT family N-acetyltransferase,853191,853760,+
SPN23F_RS04480,,ComEA family DNA-binding protein,853828,854478,+
SPN23F_RS04485,,DNA internalization-related competence protein ComEC/Rec2,854462,856702,+
SPN23F_RS13860,,hypothetical protein,856844,857068,+
SPN23F_RS04495,,ABC transporter ATP-binding protein,857101,857688,+
SPN23F_RS04500,,membrane protein,857692,858873,+
SPN23F_RS04505,infC,translation initiation factor IF-3,859180,859710,+
SPN23F_RS04510,rpmI,50S ribosomal protein L35,859743,859943,+
SPN23F_RS04515,rplT,50S ribosomal protein L20,859995,860354,+
SPN23F_RS04520,gloA,lactoylglutathione lyase,860412,860792,+
SPN23F_RS04525,,dihydroorotate dehydrogenase electron transfer subunit,861042,861842,+
SPN23F_RS04530,,dihydroorotate dehydrogenase,861853,862791,+
SPN23F_RS04535,,glucosaminidase domain-containing protein,862833,864866,+
SPN23F_RS04540,pavA,Rqc2 family fibronectin-binding protein PavA,864927,866582,-
SPN23F_RS04545,ybeY,rRNA maturation RNase YbeY,866687,867184,+
SPN23F_RS04550,,diacylglycerol kinase family protein,867165,867560,+
SPN23F_RS04555,era,GTPase Era,867577,868476,+
SPN23F_RS04560,mutM,DNA-formamidopyrimidine glycosylase,868525,869349,+
SPN23F_RS04565,coaE,dephospho-CoA kinase,869349,869954,+
SPN23F_RS04570,,multidrug efflux MFS transporter,869941,871140,+
SPN23F_RS04575,rpmG,50S ribosomal protein L33,871140,871289,+
SPN23F_RS04580,secG,preprotein translocase subunit SecG,871329,871562,+
SPN23F_RS04585,rnr,ribonuclease R,871664,874018,+
SPN23F_RS04590,smpB,SsrA-binding protein SmpB,873981,874448,+
SPN23F_RS04595,tehB,SAM-dependent methyltransferase TehB,874464,875324,+
SPN23F_RS04600,coiA,competence protein CoiA,875397,876350,+
SPN23F_RS04605,pepF,oligoendopeptidase F,876369,878171,+
SPN23F_RS04610,,O-methyltransferase,878173,878886,+
SPN23F_RS04615,prsA,peptidylprolyl isomerase PrsA,878953,879894,+
SPN23F_RS04620,,transposase,880011,880352,-
SPN23F_RS12930,,IS630 family transposase,880766,880861,+
SPN23F_RS04630,,histidine phosphatase family protein,881115,881735,-
SPN23F_RS04635,,aminoacyl-tRNA deacylase,881735,882217,-
SPN23F_RS04640,,DUF368 domain-containing protein,882217,883059,-
SPN23F_RS04645,,GH25 family lysozyme,883154,883954,-
SPN23F_RS04650,glmU,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,884098,885477,+
SPN23F_RS04655,,NUDIX hydrolase,885487,886032,+
SPN23F_RS04660,macP,cell wall synthase accessory phosphoprotein MacP,886044,886358,+
SPN23F_RS04665,,5'-methylthioadenosine/adenosylhomocysteine nucleosidase,886375,887067,+
SPN23F_RS04670,rocS,chromosome segregation protein RocS,887144,887635,+
SPN23F_RS04675,,3'-5' exonuclease,887733,888323,+
SPN23F_RS04680,,glycerophosphoryl diester phosphodiesterase membrane domain-containing protein,888332,890095,+
SPN23F_RS12200,,IS630 transposase-related protein,890309,890951,+
SPN23F_RS04695,,hypothetical protein,891118,891318,+
SPN23F_RS04700,,EGFR-like transmembrane domain-containing protein,891360,891765,+
SPN23F_RS04705,ccdA2,thiol-disulfide oxidoreductase-associated membrane protein CcdA2,891996,892703,+
SPN23F_RS04710,sdbB,thiol-disulfide oxidoreductase-associated lipoprotein SdbB,892714,893271,+
SPN23F_RS04715,,APC family permease,893645,895036,+
SPN23F_RS04720,adcAII,zinc-binding lipoprotein AdcAII,895179,896096,+
SPN23F_RS04725,phtD,pneumococcal histidine triad protein PhtD,896104,898620,+
SPN23F_RS04730,phtE,pneumococcal histidine triad protein PhtE,898830,901949,+
SPN23F_RS14295,,pneumococcal-type histidine triad protein,902175,902735,+
SPN23F_RS14300,,pneumococcal-type histidine triad protein,902836,903383,+
SPN23F_RS14105,,IS110 family RNA-guided transposase,903457,903621,-
SPN23F_RS04745,,pneumococcal-type histidine triad protein,903619,904272,+
SPN23F_RS04750,pepT,peptidase T,904308,905531,-
SPN23F_RS04755,hemH,ferrochelatase,905686,906780,+
SPN23F_RS04760,mscL,large conductance mechanosensitive channel protein MscL,906822,907199,-
SPN23F_RS04765,,GtrA family protein,907281,907712,-
SPN23F_RS04770,,QueT transporter family protein,907835,908344,+
SPN23F_RS04780,,aspartate-semialdehyde dehydrogenase,909147,910223,+
SPN23F_RS04785,dapA,4-hydroxy-tetrahydrodipicolinate synthase,910279,911214,+
SPN23F_RS04790,mnmE,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,911261,912634,-
SPN23F_RS04795,,4-oxalocrotonate tautomerase,912770,912952,-
SPN23F_RS04800,,thymidine kinase,913075,913665,+
SPN23F_RS04805,prfA,peptide chain release factor 1,913662,914741,+
SPN23F_RS04810,prmC,peptide chain release factor N(5)-glutamine methyltransferase,914741,915580,+
SPN23F_RS04815,,L-threonylcarbamoyladenylate synthase,915564,916166,+
SPN23F_RS04820,,GNAT family N-acetyltransferase,916168,916599,+
SPN23F_RS04825,glyA,serine hydroxymethyltransferase,916661,917917,+
SPN23F_RS04830,,nucleoid-associated protein,917925,918899,+
SPN23F_RS04835,pmp23,cell wall hydrolase Pmp23,918899,919513,+
SPN23F_RS04840,,DUF1002 domain-containing protein,919587,920561,+
SPN23F_RS04845,rlmD,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,920635,922266,+
SPN23F_RS04850,,hypothetical protein,922480,922758,+
SPN23F_RS04855,,helix-turn-helix domain-containing protein,923004,923222,+
SPN23F_RS04860,,iron-siderophore ABC transporter substrate-binding protein,923615,924640,+
SPN23F_RS04865,,FecCD family ABC transporter permease,924630,925637,+
SPN23F_RS04870,,FecCD family ABC transporter permease,925637,926644,+
SPN23F_RS04875,,ABC transporter ATP-binding protein,926644,927438,+
SPN23F_RS13875,,IS3 family transposase,927603,927773,+
SPN23F_RS12220,,restriction endonuclease subunit S,927892,928215,+
SPN23F_RS13400,,hypothetical protein,928196,928495,+
SPN23F_RS13505,,hypothetical protein,929179,929340,+
SPN23F_RS13880,,recombinase family protein,929432,931111,+
SPN23F_RS04905,,hypothetical protein,931379,931945,+
SPN23F_RS04910,,hypothetical protein,932267,932455,+
SPN23F_RS04915,,ATP-grasp domain-containing protein,932517,933332,+
SPN23F_RS04920,,ADP-ribosylglycohydrolase family protein,933332,934186,+
SPN23F_RS04925,,diacylglycerol/lipid kinase family protein,934298,935182,+
SPN23F_RS04930,,glycoside hydrolase family 13 protein,935345,937084,+
SPN23F_RS13885,,hypothetical protein,937359,937814,+
SPN23F_RS04945,pezA,type II toxin-antitoxin system antitoxin PezA,938259,938735,+
SPN23F_RS04950,pezT,type II toxin-antitoxin system toxin PezT,938735,939496,+
SPN23F_RS04955,,PHP domain-containing protein,939524,940300,+
SPN23F_RS14250,,P-loop NTPase family protein,940303,940680,+
SPN23F_RS04965,,SAG1252 family conjugative relaxosome accessory protein,941512,941871,+
SPN23F_RS04970,mobC,plasmid mobilization relaxosome protein MobC,941881,942210,+
SPN23F_RS13630,,SAG1250 family conjugative relaxase,942233,944118,+
SPN23F_RS04990,,helix-turn-helix domain-containing protein,944159,945010,-
SPN23F_RS12940,,SHP2/SHP3 family peptide pheromone,945090,945152,+
SPN23F_RS04995,,lanthionine synthetase LanC family protein,945233,945781,+
SPN23F_RS12235,,peptidase domain-containing ABC transporter,945771,947897,+
SPN23F_RS13520,,hypothetical protein,947910,948080,+
SPN23F_RS05015,,ABC transporter ATP-binding protein,948114,948842,+
SPN23F_RS05020,,ABC transporter permease,948835,949572,+
SPN23F_RS05025,,hypothetical protein,949585,950295,+
SPN23F_RS05030,,helix-turn-helix domain-containing protein,950837,951058,+
SPN23F_RS12245,,helix-turn-helix domain-containing protein,951504,951813,+
SPN23F_RS05035,ftsW,cell division peptidoglycan polymerase FtsW,951956,953185,+
SPN23F_RS05040,ppc,phosphoenolpyruvate carboxylase,953205,955901,+
SPN23F_RS05045,trpX,tryptophan ABC transporter substrate-binding protein,956314,957318,+
SPN23F_RS05050,,ABC transporter permease,957387,958253,+
SPN23F_RS05055,,ABC transporter ATP-binding protein,958250,959008,+
SPN23F_RS05060,dnaG,DNA primase,959098,960858,+
SPN23F_RS05065,rpoD,RNA polymerase sigma factor RpoD,960861,961970,+
SPN23F_RS05070,,metal-sulfur cluster assembly factor,961984,962313,+
SPN23F_RS05075,cpoA,alpha-galactosylglucosyldiacylglycerol synthase,962428,963471,+
SPN23F_RS05080,,glycosyltransferase family 4 protein,963487,964812,+
SPN23F_RS05085,,PspC domain-containing protein,964843,965019,+
SPN23F_RS05090,,DUF4044 domain-containing protein,965078,965212,+
SPN23F_RS05095,obgE,GTPase ObgE,965276,966586,+
SPN23F_RS13525,,hypothetical protein,966596,966754,+
SPN23F_RS05105,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,967841,969100,+
SPN23F_RS05110,,GNAT family N-acetyltransferase,969116,969667,+
SPN23F_RS05115,spxR,CBS-HotDog domain-containing transcription factor SpxR,969660,970937,+
SPN23F_RS05120,,methionyl aminopeptidase,970953,971813,+
SPN23F_RS12260,,IS5 family transposase,972194,972996,+
SPN23F_RS05140,pcrA,DNA helicase PcrA,973187,975478,+
SPN23F_RS05145,radC,RadC family protein,975521,976201,+
SPN23F_RS05150,,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,976198,976887,-
SPN23F_RS05155,,redox-sensing transcriptional repressor Rex,976905,977546,-
SPN23F_RS05160,,DUF4649 family protein,977629,977844,-
SPN23F_RS05165,,DUF1831 domain-containing protein,977852,978199,-
SPN23F_RS05170,,cysteine desulfurase family protein,978204,979319,-
SPN23F_RS05175,,ribose-phosphate diphosphokinase,979329,980288,-
SPN23F_RS05180,,CYTH domain-containing protein,980401,980970,-
SPN23F_RS05185,,GTP pyrophosphokinase,981098,981769,+
SPN23F_RS05190,,NAD kinase,981753,982571,+
SPN23F_RS05195,,RluA family pseudouridine synthase,982568,983464,+
SPN23F_RS05200,pta,phosphate acetyltransferase,983508,984482,+
SPN23F_RS12265,,transposase,984743,986051,-
SPN23F_RS05220,,YbaB/EbfC family nucleoid-associated protein,986251,986550,-
SPN23F_RS05225,,YoaK family protein,986952,987656,+
SPN23F_RS05230,rplU,50S ribosomal protein L21,987838,988152,+
SPN23F_RS05235,,ribosomal-processing cysteine protease Prp,988168,988512,+
SPN23F_RS05240,rpmA,50S ribosomal protein L27,988529,988822,+
SPN23F_RS12945,,TIGR03943 family putative permease subunit,989148,989305,-
SPN23F_RS05250,,bifunctional riboflavin kinase/FAD synthetase,989775,990692,+
SPN23F_RS05255,,YitT family protein,990785,991633,-
SPN23F_RS05260,,DegV family protein,991775,992614,+
SPN23F_RS05265,,HU family DNA-binding protein,992721,992996,+
SPN23F_RS05270,,ABC-F family ATP-binding cassette domain-containing protein,993426,995327,+
SPN23F_RS05275,,Rgg family transcriptional regulator,995330,996193,+
SPN23F_RS05280,,MFS transporter,996273,997451,+
SPN23F_RS05285,ligA,NAD-dependent DNA ligase LigA,997544,999502,+
SPN23F_RS05290,pulA,type I pullulanase,999614,1001893,+
SPN23F_RS05300,,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,1002438,1003862,+
SPN23F_RS05305,glgB,1%2C4-alpha-glucan branching protein GlgB,1004345,1006273,+
SPN23F_RS05310,,glucose-1-phosphate adenylyltransferase,1006263,1007405,+
SPN23F_RS05315,glgD,glucose-1-phosphate adenylyltransferase subunit GlgD,1007395,1008534,+
SPN23F_RS05320,glgA,glycogen synthase GlgA,1008531,1009964,+
SPN23F_RS13405,,HAD-IB family phosphatase,1010023,1010394,+
SPN23F_RS13410,,HAD hydrolase family protein,1010339,1010668,+
SPN23F_RS05335,,glycerate kinase,1010677,1011480,+
SPN23F_RS05340,,YueI family protein,1011477,1011923,-
SPN23F_RS05345,eno,surface-displayed alpha-enolase,1012087,1013391,+
SPN23F_RS05350,,tyrosine-type recombinase/integrase,1013529,1013975,-
SPN23F_RS12955,,IS630 transposase-related protein,1013875,1014708,-
SPN23F_RS12965,,diacylglycerol/lipid kinase family protein,1014879,1015034,+
SPN23F_RS05360,rexB,ATP-dependent nuclease subunit B,1015234,1018509,+
SPN23F_RS05365,addA,helicase-exonuclease AddAB subunit AddA,1018506,1022156,+
SPN23F_RS05370,,hypothetical protein,1022371,1023549,+
SPN23F_RS05375,zmpA,zinc metalloprotease A,1023758,1030237,+
SPN23F_RS05380,zmpD,zinc metalloprotease D,1030281,1035494,+
SPN23F_RS05385,ylqF,ribosome biogenesis GTPase YlqF,1035748,1036599,+
SPN23F_RS05390,,ribonuclease HII,1036586,1037365,+
SPN23F_RS05395,,ClC family H(+)/Cl(-) exchange transporter,1037381,1038931,+
SPN23F_RS05400,xerS,tyrosine recombinase XerS,1039515,1040585,+
SPN23F_RS05405,,lipoate--protein ligase,1040650,1041639,-
SPN23F_RS05410,lpdA,dihydrolipoyl dehydrogenase,1041703,1043406,-
SPN23F_RS05415,,dihydrolipoamide acetyltransferase,1043452,1044495,-
SPN23F_RS05420,,alpha-ketoacid dehydrogenase subunit beta,1044713,1045705,-
SPN23F_RS05425,,thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha,1045721,1046689,-
SPN23F_RS05430,pdrM,sodium-coupled multidrug efflux MATE transporter PdrM,1046843,1048204,-
SPN23F_RS05435,,hypothetical protein,1048215,1048475,-
SPN23F_RS05440,,dihydroorotase,1048489,1049757,-
SPN23F_RS05445,,NUDIX hydrolase,1049770,1050234,-
SPN23F_RS05450,,uracil-DNA glycosylase,1050244,1050897,-
SPN23F_RS05455,,hypothetical protein,1051033,1051680,-
SPN23F_RS05460,pynA,pyrimidine 5'-nucleotidase PynA,1051694,1052407,-
SPN23F_RS05465,dhaM,dihydroxyacetone kinase phosphoryl donor subunit DhaM,1052866,1053240,-
SPN23F_RS05470,,pneumococcal-type histidine triad protein,1053659,1056181,-
SPN23F_RS05475,ptsP,phosphoenolpyruvate--protein phosphotransferase,1056435,1058168,-
SPN23F_RS05480,,phosphocarrier protein HPr,1058174,1058437,-
SPN23F_RS05485,nrdH,glutaredoxin-like protein NrdH,1058788,1059006,+
SPN23F_RS05490,nrdE,class 1b ribonucleoside-diphosphate reductase subunit alpha,1059087,1061246,+
SPN23F_RS05495,nrdF,class 1b ribonucleoside-diphosphate reductase subunit beta,1061434,1062396,+
SPN23F_RS05500,,DeoR/GlpR family DNA-binding transcription regulator,1062684,1063445,+
SPN23F_RS14110,,DUF3884 family protein,1063556,1063765,-
SPN23F_RS05510,lacG,6-phospho-beta-galactosidase,1063808,1065214,-
SPN23F_RS05515,,lactose-specific PTS transporter subunit EIIC,1065429,1067123,-
SPN23F_RS05520,,PTS lactose/cellobiose transporter subunit IIA,1067125,1067442,-
SPN23F_RS05525,,PRD domain-containing protein,1067478,1068314,-
SPN23F_RS05530,lacD,tagatose-bisphosphate aldolase,1068548,1069528,-
SPN23F_RS05535,,tagatose-6-phosphate kinase,1069530,1070459,-
SPN23F_RS05540,lacB,galactose-6-phosphate isomerase subunit LacB,1070470,1070985,-
SPN23F_RS05545,lacA,galactose-6-phosphate isomerase subunit LacA,1071016,1071441,-
SPN23F_RS05550,,aldose epimerase family protein,1071599,1072096,-
SPN23F_RS12290,,IS5 family transposase,1072112,1072916,-
SPN23F_RS05565,,PTS sugar transporter subunit IIB,1072924,1073225,-
SPN23F_RS05570,,PTS sugar transporter subunit IIA,1073263,1073739,-
SPN23F_RS13900,,hypothetical protein,1073919,1074071,+
SPN23F_RS05580,lepA,translation elongation factor 4,1074152,1075975,-
SPN23F_RS05585,,metallophosphoesterase family protein,1076054,1076782,-
SPN23F_RS05590,recN,DNA repair protein RecN,1076784,1078451,-
SPN23F_RS05595,,arginine repressor,1078458,1078889,-
SPN23F_RS05600,,TlyA family RNA methyltransferase,1078882,1079697,-
SPN23F_RS05605,,polyprenyl synthetase family protein,1079690,1080565,-
SPN23F_RS05610,,exodeoxyribonuclease VII small subunit,1080562,1080774,-
SPN23F_RS05615,xseA,exodeoxyribonuclease VII large subunit,1080752,1082092,-
SPN23F_RS05620,udk,uridine kinase,1082220,1082858,-
SPN23F_RS05625,,bacteriocin immunity protein,1082966,1083268,-
SPN23F_RS05635,truB,tRNA pseudouridine(55) synthase TruB,1083509,1084387,-
SPN23F_RS05640,,DUF2130 domain-containing protein,1084397,1085671,-
SPN23F_RS05645,,O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein,1085767,1087026,-
SPN23F_RS05650,,formate/nitrite transporter family protein,1087174,1087971,-
SPN23F_RS05655,srtA,sortase SrtA,1088215,1088958,-
SPN23F_RS05660,gyrA,DNA gyrase subunit A,1088958,1091426,-
SPN23F_RS05665,,L-lactate dehydrogenase,1091620,1092606,+
SPN23F_RS05670,,potassium channel family protein,1092854,1093627,-
SPN23F_RS05675,,type II toxin-antitoxin system RelE family toxin,1093674,1093928,-
SPN23F_RS05680,relB,type II toxin-antitoxin system RelB family antitoxin,1093930,1094172,-
SPN23F_RS05685,,MBL fold metallo-hydrolase,1094263,1095072,-
SPN23F_RS05690,vicK,cell wall metabolism sensor histidine kinase VicK,1095074,1096423,-
SPN23F_RS05695,yycF,response regulator YycF,1096416,1097120,-
SPN23F_RS05700,mutY,A/G-specific adenine glycosylase,1097175,1098350,-
SPN23F_RS14115,,hypothetical protein,1098447,1098572,+
SPN23F_RS05705,,formate--tetrahydrofolate ligase,1098678,1100348,-
SPN23F_RS05710,coaB,phosphopantothenate--cysteine ligase,1100578,1101267,+
SPN23F_RS05715,coaC,phosphopantothenoylcysteine decarboxylase,1101279,1101830,+
SPN23F_RS05720,,ECF transporter S component,1101814,1102377,+
SPN23F_RS05725,,ECF transporter S component,1102659,1103186,+
SPN23F_RS05730,,transcription repressor NadR,1103198,1103713,+
SPN23F_RS05735,,8-oxo-dGTP diphosphatase,1103710,1104177,-
SPN23F_RS05740,,GNAT family N-acetyltransferase,1104251,1104739,-
SPN23F_RS05745,,GNAT family N-acetyltransferase,1104705,1105268,-
SPN23F_RS05750,uvrB,excinuclease ABC subunit UvrB,1105278,1107266,-
SPN23F_RS05755,,CPBP family intramembrane glutamic endopeptidase,1107343,1108296,-
SPN23F_RS05760,,ABC transporter substrate-binding protein/permease,1108469,1110634,+
SPN23F_RS05765,,amino acid ABC transporter ATP-binding protein,1110634,1111374,+
SPN23F_RS05770,zwf,glucose-6-phosphate dehydrogenase,1111523,1113010,+
SPN23F_RS05775,ftsY,signal recognition particle-docking protein FtsY,1113056,1114345,-
SPN23F_RS05780,,Cof-type HAD-IIB family hydrolase,1114349,1115167,-
SPN23F_RS05785,,Cof-type HAD-IIB family hydrolase,1115167,1115961,-
SPN23F_RS05790,smc,chromosome segregation protein SMC,1115958,1119497,-
SPN23F_RS05795,rnc,ribonuclease III,1119488,1120186,-
SPN23F_RS05805,,GMP reductase,1120504,1121490,-
SPN23F_RS05810,,McrC family protein,1121665,1122962,-
SPN23F_RS05815,,McrB family protein,1122949,1124862,-
SPN23F_RS12980,,Sua5/YciO/YrdC/YwlC family protein,1125026,1125647,-
SPN23F_RS05830,leuD,3-isopropylmalate dehydratase small subunit,1125809,1126168,-
SPN23F_RS05835,,DUF1294 domain-containing protein,1126172,1126441,-
SPN23F_RS05840,leuB,3-isopropylmalate dehydrogenase,1126438,1127475,-
SPN23F_RS14200,,alpha-isopropylmalate synthase regulatory domain-containing protein,1127487,1128536,-
SPN23F_RS05855,,MmcQ/YjbR family DNA-binding protein,1128600,1129256,-
SPN23F_RS05860,,copper homeostasis protein CutC,1129300,1129932,-
SPN23F_RS05865,,YbaN family protein,1130025,1130384,-
SPN23F_RS05870,topA,type I DNA topoisomerase,1130490,1132577,-
SPN23F_RS05875,,TIGR00341 family protein,1132744,1133787,-
SPN23F_RS14120,,hypothetical protein,1134370,1134492,+
SPN23F_RS05880,dprA,DNA-processing protein DprA,1134676,1135524,-
SPN23F_RS05885,,sugar phosphate nucleotidyltransferase,1135620,1136309,-
SPN23F_RS05890,,DMT family transporter,1136321,1137199,-
SPN23F_RS05895,licA,choline kinase LicA,1137189,1138058,-
SPN23F_RS05900,,ribitol-5-phosphate dehydrogenase,1138075,1139097,-
SPN23F_RS05905,,IspD/TarI family cytidylyltransferase,1139102,1139809,-
SPN23F_RS05910,tacF,type IV teichoic acid flippase TacF,1140145,1141632,+
SPN23F_RS05915,,LicD family protein,1141642,1142445,+
SPN23F_RS05920,,LicD family protein,1142447,1143256,+
SPN23F_RS05925,carB,carbamoyl-phosphate synthase large subunit,1143531,1146707,-
SPN23F_RS05930,,carbamoyl phosphate synthase small subunit,1147019,1148098,-
SPN23F_RS05935,,aspartate carbamoyltransferase catalytic subunit,1148148,1149071,-
SPN23F_RS05940,pyrR,bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR,1149090,1149611,-
SPN23F_RS05945,nth,endonuclease III,1149846,1150451,-
SPN23F_RS05950,,YceD family protein,1150451,1150993,-
SPN23F_RS14205,,helicase BlpT,1151162,1151481,+
SPN23F_RS05960,,IS30-like element ISSpn8 family transposase,1151727,1152680,+
SPN23F_RS05965,,ATP-binding cassette domain-containing protein,1152962,1154521,+
SPN23F_RS05970,htpX,zinc metalloprotease HtpX,1154670,1155569,-
SPN23F_RS05975,,LemA family protein,1155571,1156131,-
SPN23F_RS05980,rsmG,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,1156225,1156938,+
SPN23F_RS05985,,uracil-xanthine permease family protein,1157290,1158573,+
SPN23F_RS05990,ffh,signal recognition particle protein,1158768,1160339,-
SPN23F_RS05995,,putative DNA-binding protein,1160351,1160683,-
SPN23F_RS06000,,YwiB family protein,1160774,1161151,-
SPN23F_RS06005,,HD domain-containing protein,1161223,1162527,+
SPN23F_RS06010,yidA,sugar-phosphatase,1162540,1163346,+
